Time,ENERGY_CHARGED,POWER_PRODUCTION,POWER_STORAGE,POWER_GRID,ENERGY_PRODUCED,POWER_CONSUMPTION,ENERGY_CONSUMED_CALC,ENERGY_EXPORTED,ENERGY_IMPORTED,ENERGY_DISCHARGED
2020-10-12 03:00:00,0.0,0.0,0.0,5175.284060160319,24197960.0,5175.284069442749,92891686.0,2850206000.0,71543932.0,0.0
2020-10-12 03:15:00,0.0,0.0,0.0,15890.65298207601,24197960.0,15890.65317293803,92895554.0,2850206000.0,71547800.0,0.0
2020-10-12 03:30:00,0.0,0.0,0.0,7403.443212890625,24197960.0,7403.443428103129,92897594.0,2850206000.0,71549840.0,0.0
2020-10-12 03:45:00,0.0,0.0,0.0,13888.895194498698,24197960.0,13888.895318921406,92901026.0,2850206000.0,71553272.0,0.0
2020-10-12 04:00:00,0.0,0.0,0.0,14134.495819600423,24197960.0,14134.496122868855,92904534.0,2850206000.0,71556780.0,0.0
2020-10-12 04:15:00,0.0,0.0,0.0,15858.29183654785,24197960.0,15858.291987419128,92908386.0,2850206000.0,71560632.0,0.0
2020-10-12 04:30:00,0.0,0.0,0.0,11726.694586690266,24197960.0,11726.694678084055,92911474.0,2850206000.0,71563720.0,0.0
2020-10-12 04:45:00,0.0,0.0,0.0,2825.186735026042,24197960.0,2825.186678250631,92912154.0,2850206000.0,71564400.0,0.0
2020-10-12 05:00:00,0.0,0.0,0.0,2914.2260299682616,24197960.0,2914.2260206222536,92912874.0,2850206000.0,71565120.0,0.0
2020-10-12 05:15:00,0.0,0.0,0.0,12506.432813517253,24197960.0,12506.432622337341,92915886.0,2850206000.0,71568132.0,0.0
2020-10-12 05:30:00,0.0,0.0,0.0,12651.269141133625,24197960.0,12651.269419034323,92919282.0,2850206000.0,71571528.0,0.0
2020-10-12 05:45:00,0.0,0.0,0.0,3922.388688659668,24197960.0,3922.388721593221,92920354.0,2850206000.0,71572600.0,0.0
2020-10-12 06:00:00,0.0,9.533333333333333,0.0,2689.35202738444,24197960.0,2698.8853549321493,92921014.0,2850206000.0,71573260.0,0.0
2020-10-12 06:15:00,0.0,73.05199991861979,-12.985333251953126,8361.37459157308,24197980.0,8421.44146455129,92923042.0,2850206000.0,71575268.0,0.0
2020-10-12 06:30:00,0.0,212.66666666666666,0.0,13518.229466247558,24198030.0,13730.896070543926,92926564.0,2850206000.0,71578740.0,0.0
2020-10-12 06:45:00,0.0,443.02732950846354,-1.493999989827474,11193.415767415365,24198130.0,11634.949215634664,92929544.0,2850206000.0,71581620.0,0.0
2020-10-12 07:00:00,0.0,760.1753316243489,-6.908666372299194,3786.1113708496096,24198320.0,4539.378042284648,92930694.0,2850206000.0,71582580.0,0.0
2020-10-12 07:15:00,0.0,829.4526570638021,-2.9859999656677245,1175.3179926554362,24198530.0,2001.7846512476603,92931164.0,2850206000.0,71582840.0,0.0
2020-10-12 07:30:00,0.0,510.6693603515625,-5.402666584650675,10137.379981994629,24198650.0,10642.64665629069,92933804.0,2850206000.0,71585360.0,0.0
2020-10-12 07:45:00,0.0,698.2393656412761,-4.839333343505859,12406.834492492675,24198830.0,13100.234619394938,92937036.0,2850206000.0,71588412.0,0.0
2020-10-12 08:00:00,0.0,769.1413492838542,-5.207999992370605,12749.137174987793,24199010.0,13513.070779323578,92940376.0,2850206000.0,71591572.0,0.0
2020-10-12 08:15:00,0.0,1060.136649576823,-5.203333441416422,15276.085833740235,24199280.0,16331.019371287028,92944374.0,2850206000.0,71595300.0,0.0
2020-10-12 08:30:00,0.0,893.718672688802,-5.385333108901977,10826.754087320964,24199500.0,11715.087330468496,92947494.0,2850206000.0,71598200.0,0.0
2020-10-12 08:45:00,0.0,1163.6433268229166,-7.376666768391927,10603.433894348145,24199780.0,11759.70063050588,92950374.0,2850206000.0,71600800.0,0.0
2020-10-12 09:00:00,0.0,1120.634659830729,-4.2346666812896725,10657.662043762208,24200070.0,11774.062040456136,92953328.0,2850206000.0,71603464.0,0.0
2020-10-12 09:15:00,0.0,854.2953816731771,-4.628666575749715,5084.8379379272465,24200280.0,5934.504617214203,92954914.0,2850206000.0,71604840.0,0.0
2020-10-12 09:30:00,0.0,1159.3486368815104,-5.882000128428142,874.8073420206706,24200570.0,2028.2740013758341,92955504.0,2850206000.0,71605140.0,0.0
2020-10-12 09:45:00,0.0,1260.5679850260417,-7.901333411534627,13605.641808064778,24200880.0,14858.308816401164,92959134.0,2850206000.0,71608460.0,0.0
2020-10-12 10:00:00,0.0,1168.949336751302,-5.882666730880738,9941.41071624756,24201170.0,11104.477444903056,92961992.0,2850206000.0,71611028.0,0.0
2020-10-12 10:15:00,0.0,1158.2086629231771,-6.6086667537689205,10243.514479064941,24201460.0,11395.114589150746,92964794.0,2850206000.0,71613540.0,0.0
2020-10-12 10:30:00,0.0,954.91533203125,-6.448666683832804,10280.693319193522,24201690.0,11229.16011912028,92967676.0,2850206000.0,71616192.0,0.0
2020-10-12 10:45:00,0.0,1336.0299967447916,-8.430000019073486,9957.773971557617,24202020.0,11285.374168777465,92970454.0,2850206000.0,71618640.0,0.0
2020-10-12 11:00:00,0.0,958.1120157877605,-7.911999766031901,10476.305130004883,24202270.0,11426.505322265624,92973296.0,2850206000.0,71621232.0,0.0
2020-10-12 11:15:00,0.0,936.380684407552,-5.514000129699707,1646.094677734375,24202500.0,2576.9613415400186,92973974.0,2850206000.0,71621680.0,0.0
2020-10-12 11:30:00,0.0,950.2840006510417,-6.417333428064982,3274.2845926920572,24202730.0,4218.151308250427,92975072.0,2850206000.0,71622548.0,0.0
2020-10-12 11:45:00,0.0,1046.694669596354,-8.42800006866455,14079.92983194987,24202990.0,15118.196547253927,92978844.0,2850206000.0,71626060.0,0.0
2020-10-12 12:00:00,0.0,1542.993310546875,-8.9266667842865,9602.364636230468,24203370.0,11136.43132130305,92981624.0,2850206000.0,71628460.0,0.0
2020-10-12 12:15:00,0.0,772.2120198567708,-11.34533332188924,8930.26389058431,24203570.0,9691.130662250518,92984120.0,2850206000.0,71630756.0,0.0
2020-10-12 12:30:00,0.0,503.6073506673177,-4.207333278656006,1500.9219868977864,24203690.0,2000.3220104853312,92984684.0,2850206000.0,71631200.0,0.0
2020-10-12 12:45:00,0.0,422.0933410644531,-1.8266666730244954,9596.485401916503,24203800.0,10016.752102788289,92986922.0,2850206000.0,71633328.0,0.0
2020-10-12 13:00:00,0.0,190.8,0.0,13387.440482076008,24203850.0,13578.240694240729,92990364.0,2850206000.0,71636720.0,0.0
2020-10-12 13:15:00,0.0,281.8666666666667,0.0,10960.823893229166,24203920.0,11242.690702692667,92993146.0,2850206000.0,71639432.0,0.0
2020-10-12 13:30:00,0.0,349.1059997558594,-0.9060000419616699,10829.55643157959,24204010.0,11177.756630420685,92996024.0,2850206000.0,71642220.0,0.0
2020-10-12 13:45:00,0.0,504.5946736653646,-107.92800049781799,10909.163984680175,24204120.0,11305.830737018585,92998938.0,2850206000.0,71645024.0,0.0
2020-10-12 14:00:00,0.0,375.04266662597655,-181.84266357421876,11089.43855489095,24204170.0,11282.6386124293,93001716.0,2850206000.0,71647752.0,0.0
2020-10-12 14:15:00,0.0,225.13333333333333,0.0,11385.592645263672,24204240.0,11610.725923474629,93004646.0,2850206000.0,71650612.0,0.0
2020-10-12 14:30:00,0.0,351.28733113606773,-0.7539999643961589,11289.397409057618,24204330.0,11639.930565388997,93007456.0,2850206000.0,71653332.0,0.0
2020-10-12 14:45:00,0.0,430.7693277994792,-2.6359999338785807,12509.457891337077,24204430.0,12937.591243680317,93010636.0,2850206000.0,71656412.0,0.0
2020-10-12 15:00:00,0.0,320.6,0.0,13168.7458597819,24204510.0,13489.34606367747,93014088.0,2850206000.0,71659784.0,0.0
2020-10-12 15:15:00,0.0,176.46666666666667,0.0,13846.12579498291,24204550.0,14022.59272374312,93017464.0,2850206000.0,71663120.0,0.0
2020-10-12 15:30:00,0.0,111.0,0.0,14256.436602274576,24204590.0,14367.436676343283,93021064.0,2850206000.0,71666680.0,0.0
2020-10-12 15:45:00,0.0,15.869333394368489,-11.43599993387858,12279.268073527019,24204590.0,12272.734792518615,93024172.0,2850206000.0,71669788.0,0.0
2020-10-12 16:00:00,0.0,0.0,0.0,2811.589359029134,24204590.0,2811.5893400828045,93024884.0,2850206000.0,71670500.0,0.0
2020-10-12 16:15:00,0.0,0.0,0.0,3859.4693990071614,24204590.0,3859.4693660736084,93025812.0,2850206000.0,71671428.0,0.0
2020-10-12 16:30:00,0.0,0.0,0.0,15572.219231669109,24204590.0,15572.219245910645,93029724.0,2850206000.0,71675340.0,0.0
2020-10-12 16:45:00,0.0,0.0,0.0,12291.542004903158,24204590.0,12291.542199134827,93032856.0,2850206000.0,71678472.0,0.0
2020-10-12 17:00:00,0.0,0.0,0.0,3276.4727447509767,24204590.0,3276.472684288025,93033752.0,2850206000.0,71679368.0,0.0
2020-10-12 17:15:00,0.0,0.0,0.0,2769.0174153645835,24204590.0,2769.0173552195233,93034424.0,2850206000.0,71680040.0,0.0
2020-10-12 17:30:00,0.0,0.0,0.0,15717.674502563477,24204590.0,15717.67478160858,93038264.0,2850206000.0,71683880.0,0.0
2020-10-12 17:45:00,0.0,0.0,0.0,11852.631249491375,24204590.0,11852.631283632914,93041352.0,2850206000.0,71686968.0,0.0
2020-10-12 18:00:00,0.0,0.0,0.0,10651.372583007813,24204590.0,10651.372574996949,93044084.0,2850206000.0,71689700.0,0.0
2020-10-12 18:15:00,0.0,0.0,0.0,13105.855208333332,24204590.0,13105.855577786764,93047332.0,2850206000.0,71692948.0,0.0
2020-10-12 18:30:00,0.0,0.0,0.0,13535.06803334554,24204590.0,13535.068071047464,93050684.0,2850206000.0,71696300.0,0.0
2020-10-12 18:45:00,0.0,0.0,0.0,14313.96550649007,24204590.0,14313.96539071401,93054228.0,2850206000.0,71699844.0,0.0
2020-10-12 19:00:00,0.0,0.0,0.0,13916.428475443523,24204590.0,13916.428542264302,93057676.0,2850206000.0,71703292.0,0.0
2020-10-12 19:15:00,0.0,0.0,0.0,13518.27058614095,24204590.0,13518.270716222127,93061080.0,2850206000.0,71706696.0,0.0
2020-10-12 19:30:00,0.0,0.0,0.0,16140.694819641114,24204590.0,16140.694783210754,93065112.0,2850206000.0,71710728.0,0.0
2020-10-12 19:45:00,0.0,0.0,0.0,5823.594791666666,24204590.0,5823.5946985244755,93066652.0,2850206000.0,71712268.0,0.0
2020-10-12 20:00:00,0.0,0.0,0.0,2596.808079528809,24204590.0,2596.808014424642,93067284.0,2850206000.0,71712900.0,0.0
2020-10-12 20:15:00,0.0,0.0,0.0,10698.256245422363,24204590.0,10698.25599079132,93069920.0,2850206000.0,71715536.0,0.0
2020-10-12 20:30:00,0.0,0.0,0.0,13737.234426879882,24204590.0,13737.234773317972,93073424.0,2850206000.0,71719040.0,0.0
2020-10-12 20:45:00,0.0,0.0,0.0,12040.890650431314,24204590.0,12040.890680758159,93076424.0,2850206000.0,71722040.0,0.0
2020-10-12 21:00:00,0.0,0.0,0.0,4467.348671468099,24204590.0,4467.348663393656,93077600.0,2850206000.0,71723216.0,0.0
2020-10-12 21:15:00,0.0,0.0,0.0,2623.2293655395506,24204590.0,2623.229352760315,93078232.0,2850206000.0,71723848.0,0.0
2020-10-12 21:30:00,0.0,0.0,0.0,15962.381874593098,24204590.0,15962.382148742676,93082244.0,2850206000.0,71727860.0,0.0
2020-10-12 21:45:00,0.0,0.0,0.0,2577.004736328125,24204590.0,2577.004699261983,93082884.0,2850206000.0,71728500.0,0.0
2020-10-12 22:00:00,0.0,0.0,0.0,4833.984023539225,24204590.0,4833.984115854899,93084044.0,2850206000.0,71729660.0,0.0
2020-10-12 22:15:00,0.0,0.0,0.0,16274.55011698405,24204590.0,16274.549918492636,93088052.0,2850206000.0,71733668.0,0.0
2020-10-12 22:30:00,0.0,0.0,0.0,11917.13729095459,24204590.0,11917.137328592937,93091004.0,2850206000.0,71736620.0,0.0
2020-10-12 22:45:00,0.0,0.0,0.0,9797.25794321696,24204590.0,9797.257905515035,93093536.0,2850206000.0,71739152.0,0.0
2020-10-12 23:00:00,0.0,0.0,0.0,2601.0046971639,24204590.0,2601.00470161438,93094152.0,2850206000.0,71739768.0,0.0
2020-10-12 23:15:00,0.0,0.0,0.0,7817.717991638184,24204590.0,7817.717955589294,93095904.0,2850206000.0,71741520.0,0.0
2020-10-12 23:30:00,0.0,0.0,0.0,14750.450858561198,24204590.0,14750.450807348887,93099696.0,2850206000.0,71745312.0,0.0
2020-10-12 23:45:00,0.0,0.0,0.0,12003.229973347981,24204590.0,12003.229994646708,93102764.0,2850206000.0,71748380.0,0.0
2020-10-13 00:00:00,0.0,0.0,0.0,6533.23291868322,24204590.0,6533.233023643494,93104540.0,2850206000.0,71750156.0,0.0
2020-10-13 00:15:00,0.0,0.0,0.0,2621.9137460809006,24204590.0,2621.9137575249924,93105172.0,2850206000.0,71750788.0,0.0
2020-10-13 00:30:00,0.0,0.0,0.0,10828.615943908691,24204590.0,10828.615899594624,93107716.0,2850206000.0,71753332.0,0.0
2020-10-13 00:45:00,0.0,0.0,0.0,13475.774126180013,24204590.0,13475.77396882375,93111084.0,2850206000.0,71756700.0,0.0
2020-10-13 01:00:00,0.0,0.0,0.0,5166.112005615234,24204590.0,5166.111996523539,93112496.0,2850206000.0,71758112.0,0.0
2020-10-13 01:15:00,0.0,0.0,0.0,2628.230051676432,24204590.0,2628.230060450236,93113120.0,2850206000.0,71758736.0,0.0
2020-10-13 01:30:00,0.0,0.0,0.0,15659.012617492675,24204590.0,15659.0126537323,93116872.0,2850206000.0,71762488.0,0.0
2020-10-13 01:45:00,0.0,0.0,0.0,11898.20779876709,24204590.0,11898.207950274149,93119840.0,2850206000.0,71765456.0,0.0
2020-10-13 02:00:00,0.0,0.0,0.0,11403.473863728841,24204590.0,11403.474031448364,93122832.0,2850206000.0,71768448.0,0.0
2020-10-13 02:15:00,0.0,0.0,0.0,2612.0646916707356,24204590.0,2612.06468334198,93123564.0,2850206000.0,71769180.0,0.0
2020-10-13 02:30:00,0.0,0.0,0.0,4950.130000305176,24204590.0,4950.130024242401,93124764.0,2850206000.0,71770380.0,0.0
2020-10-13 02:45:00,0.0,0.0,0.0,16090.84451751709,24204590.0,16090.844931602478,93128644.0,2850206000.0,71774260.0,0.0
2020-10-13 03:00:00,0.0,0.0,0.0,10203.403440856933,24204590.0,10203.403330866497,93131268.0,2850206000.0,71776884.0,0.0
2020-10-13 03:15:00,0.0,0.0,0.0,2618.3220291137695,24204590.0,2618.322036043803,93131884.0,2850206000.0,71777500.0,0.0
2020-10-13 03:30:00,0.0,0.0,0.0,7358.388040669759,24204590.0,7358.387988917033,93133632.0,2850206000.0,71779248.0,0.0
2020-10-13 03:45:00,0.0,0.0,0.0,10320.721249898275,24204590.0,10320.72125825882,93136224.0,2850206000.0,71781840.0,0.0
2020-10-13 04:00:00,0.0,0.0,0.0,5855.676742045084,24204590.0,5855.676762072245,93137624.0,2850206000.0,71783240.0,0.0
2020-10-13 04:15:00,0.0,0.0,0.0,13502.919387817383,24204590.0,13502.91933746338,93140976.0,2850206000.0,71786592.0,0.0
2020-10-13 04:30:00,0.0,0.0,0.0,14118.443970743816,24204590.0,14118.44406115214,93144688.0,2850206000.0,71790304.0,0.0
2020-10-13 04:45:00,0.0,0.0,0.0,14671.629336039225,24204590.0,14671.629595883687,93148368.0,2850206000.0,71793984.0,0.0
2020-10-13 05:00:00,0.0,0.0,0.0,14815.902618408203,24204590.0,14815.90269206365,93152104.0,2850206000.0,71797720.0,0.0
2020-10-13 05:15:00,0.0,0.0,0.0,4762.619374593099,24204590.0,4762.619362958272,93153264.0,2850206000.0,71798880.0,0.0
2020-10-13 05:30:00,0.0,0.0,0.0,2649.2754033406577,24204590.0,2649.2753633499146,93153904.0,2850206000.0,71799520.0,0.0
2020-10-13 05:45:00,0.0,0.0,0.0,11648.075223795573,24204590.0,11648.075479952495,93156804.0,2850206000.0,71802420.0,0.0
2020-10-13 06:00:00,0.0,8.6,0.0,13141.833162943522,24204590.0,13150.433310127259,93160252.0,2850206000.0,71805868.0,0.0
2020-10-13 06:15:00,0.0,80.41999969482421,-18.553334045410157,9888.639077250164,24204610.0,9950.505959828695,93162816.0,2850206000.0,71808412.0,0.0
2020-10-13 06:30:00,0.0,179.13333333333333,0.0,1790.9593414306642,24204650.0,1970.0926619847617,93163272.0,2850206000.0,71808828.0,0.0
2020-10-13 06:45:00,0.0,320.26666666666665,0.0,3677.3306233723956,24204730.0,3997.5973634084066,93164332.0,2850206000.0,71809808.0,0.0
2020-10-13 07:00:00,0.0,294.26666666666665,0.0,15315.795352172852,24204810.0,15610.062091986338,93168092.0,2850206000.0,71813488.0,0.0
2020-10-13 07:15:00,0.0,225.46666666666667,0.0,11056.491757202148,24204850.0,11281.958759053548,93170884.0,2850206000.0,71816240.0,0.0
2020-10-13 07:30:00,0.0,343.6,0.0,11176.167798868815,24204940.0,11519.768011283875,93173750.0,2850206000.0,71819016.0,0.0
2020-10-13 07:45:00,0.0,378.624668375651,-1.2913333574930828,11071.805181884765,24205040.0,11449.138642279308,93176686.0,2850206000.0,71821852.0,0.0
2020-10-13 08:00:00,0.0,429.49733479817706,-2.7639999389648438,11009.631925964355,24205140.0,11436.36525888443,93179538.0,2850206000.0,71824604.0,0.0
2020-10-13 08:15:00,0.0,605.3179992675781,-4.967999958992005,10959.72479057312,24205290.0,11560.074984240531,93182376.0,2850206000.0,71827292.0,0.0
2020-10-13 08:30:00,0.0,902.8378481657609,-3.3595651647318965,10575.552098813265,24205510.0,11475.030570050945,93185204.0,2850206000.0,71829900.0,0.0
2020-10-13 08:45:00,0.0,1091.5379720052083,-5.871333360671997,10190.531915283203,24205780.0,11276.198649342854,93188094.0,2850206000.0,71832520.0,0.0
2020-10-13 09:00:00,0.0,1121.139990234375,-4.206666660308838,10133.570053100586,24206060.0,11250.503324222565,93190878.0,2850206000.0,71835024.0,0.0
2020-10-13 09:15:00,0.0,985.899336751302,-3.299333349863688,11119.170773315429,24206300.0,12101.770722007752,93193854.0,2850206000.0,71837760.0,0.0
2020-10-13 09:30:00,0.0,658.6353434244792,-8.235333251953126,12569.742056274414,24206470.0,13220.141993459065,93197144.0,2850206000.0,71840880.0,0.0
2020-10-13 09:45:00,0.0,523.344677734375,-6.94466659228007,12391.478608194988,24206600.0,12907.878688367207,93200478.0,2850206000.0,71844084.0,0.0
2020-10-13 10:00:00,0.0,676.6006754557292,-4.200666761398315,15284.459973653158,24206760.0,15956.85984913508,93204430.0,2850206000.0,71847876.0,0.0
2020-10-13 10:15:00,0.0,507.9340047200521,-3.4673334121704102,5407.410587565104,24206890.0,5911.877401351929,93205912.0,2850206000.0,71849228.0,0.0
2020-10-13 10:30:00,0.0,401.4093383789062,-3.2760000228881836,1587.2606562296548,24206980.0,1985.3940121332805,93206386.0,2850206000.0,71849612.0,0.0
2020-10-13 10:45:00,0.0,366.24000040690106,-0.9066666762034098,5141.01738688151,24207070.0,5506.350733248392,93207744.0,2850206000.0,71850880.0,0.0
2020-10-13 11:00:00,0.0,408.13799845377605,-52.8713325659434,15891.675469462078,24207160.0,16246.941953086853,93211942.0,2850206000.0,71854988.0,0.0
2020-10-13 11:15:00,0.0,406.45066121419273,-274.11732788085936,11022.833293151856,24207210.0,11155.166628424327,93214736.0,2850206000.0,71857732.0,0.0
2020-10-13 11:30:00,0.0,321.3299980163574,-70.8299977183342,11033.056140422821,24207280.0,11283.556384682655,93217526.0,2850206000.0,71860452.0,0.0
2020-10-13 11:45:00,0.0,363.4326649983724,-2.0993333021799723,11030.911887105305,24207370.0,11392.245419629415,93220344.0,2850206000.0,71863180.0,0.0
2020-10-13 12:00:00,0.0,393.0293314615885,-0.7626666386922201,10972.76791636149,24207470.0,11365.034659385681,93223256.0,2850206000.0,71865992.0,0.0
2020-10-13 12:15:00,0.0,440.693999226888,-4.760666592915853,11011.009179178875,24207590.0,11446.942577997843,93226104.0,2850206000.0,71868720.0,0.0
2020-10-13 12:30:00,0.0,449.08067016601564,-3.613999780019124,10937.974050394694,24207700.0,11383.440652529398,93228942.0,2850206000.0,71871448.0,0.0
2020-10-13 12:45:00,0.0,424.77333577473956,-3.0399999618530273,11400.556432596843,24207790.0,11822.290006065368,93231832.0,2850206000.0,71874248.0,0.0
2020-10-13 13:00:00,0.0,429.8846720377604,-3.4179999669392904,10991.837358093262,24207900.0,11418.304160086314,93234770.0,2850206000.0,71877076.0,0.0
2020-10-13 13:15:00,0.0,285.3333333333333,0.0,11217.351196797688,24207970.0,11502.684679921467,93237616.0,2850206000.0,71879852.0,0.0
2020-10-13 13:30:00,0.0,233.6,0.0,11143.97389272054,24208020.0,11377.573974005381,93240426.0,2850206000.0,71882612.0,0.0
2020-10-13 13:45:00,0.0,218.625,0.0,11095.930491924286,24208080.0,11314.555608510971,93243254.0,2850206000.0,71885380.0,0.0
2020-10-13 14:00:00,0.0,169.2,0.0,11113.029987080892,24208130.0,11282.229873085022,93246124.0,2850206000.0,71888200.0,0.0
2020-10-13 14:15:00,0.0,76.13333333333334,0.0,9677.595157877604,24208140.0,9753.728608385722,93248518.0,2850206000.0,71890584.0,0.0
2020-10-13 14:30:00,0.0,55.06666666666667,0.0,11122.56511739095,24208160.0,11177.632115300496,93251274.0,2850206000.0,71893320.0,0.0
2020-10-13 14:45:00,0.0,16.214666493733723,-27.127333068847655,11140.121926371257,24208160.0,11124.255478127798,93254010.0,2850206000.0,71896056.0,0.0
2020-10-13 15:00:00,0.0,4.6,0.0,11711.247356160482,24208160.0,11715.847418753307,93257038.0,2850206000.0,71899084.0,0.0
2020-10-13 15:15:00,0.0,0.13333333333333333,0.0,11501.851884969075,24208160.0,11501.985380744934,93259886.0,2850206000.0,71901932.0,0.0
2020-10-13 15:30:00,0.0,0.0,0.0,13822.583249409994,24208160.0,13822.583430290222,93263414.0,2850206000.0,71905460.0,0.0
2020-10-13 15:45:00,0.0,0.0,0.0,12268.889141337077,24208160.0,12268.889426263173,93266454.0,2850206000.0,71908500.0,0.0
2020-10-13 16:00:00,0.0,0.0,0.0,12559.232643636067,24208160.0,12559.232696501414,93269674.0,2850206000.0,71911720.0,0.0
2020-10-13 16:15:00,0.0,0.0,0.0,13500.494010416667,24208160.0,13500.494143454234,93273002.0,2850206000.0,71915048.0,0.0
2020-10-13 16:30:00,0.0,0.0,0.0,13869.009986877441,24208160.0,13869.009905433655,93276466.0,2850206000.0,71918512.0,0.0
2020-10-13 16:45:00,0.0,0.0,0.0,14375.374504597981,24208160.0,14375.374724578858,93280002.0,2850206000.0,71922048.0,0.0
2020-10-13 17:00:00,0.0,0.0,0.0,15608.436692301433,24208160.0,15608.436703936259,93283866.0,2850206000.0,71925912.0,0.0
2020-10-13 17:15:00,0.0,0.0,0.0,15789.817810058594,24208160.0,15789.817893600464,93288046.0,2850206000.0,71930092.0,0.0
2020-10-13 17:30:00,0.0,0.0,0.0,12300.319298299153,24208160.0,12300.319351259868,93291186.0,2850206000.0,71933232.0,0.0
2020-10-13 17:45:00,0.0,0.0,0.0,12322.779348754882,24208160.0,12322.779452196757,93294226.0,2850206000.0,71936272.0,0.0
2020-10-13 18:00:00,0.0,0.0,0.0,12797.053789774576,24208160.0,12797.054018974304,93297394.0,2850206000.0,71939440.0,0.0
2020-10-13 18:15:00,0.0,0.0,0.0,13423.378634134928,24208160.0,13423.378732299805,93300814.0,2850206000.0,71942860.0,0.0
2020-10-13 18:30:00,0.0,0.0,0.0,13579.271380615235,24208160.0,13579.271341768901,93304174.0,2850206000.0,71946220.0,0.0
2020-10-13 18:45:00,0.0,0.0,0.0,12809.545834350585,24208160.0,12809.546009635926,93307486.0,2850206000.0,71949532.0,0.0
2020-10-13 19:00:00,0.0,0.0,0.0,16501.753710428875,24208160.0,16501.753818066914,93311526.0,2850206000.0,71953572.0,0.0
2020-10-13 19:15:00,0.0,0.0,0.0,14198.820611572266,24208160.0,14198.82073138555,93315162.0,2850206000.0,71957208.0,0.0
2020-10-13 19:30:00,0.0,0.0,0.0,5329.260736083985,24208160.0,5329.260629781087,93316602.0,2850206000.0,71958648.0,0.0
2020-10-13 19:45:00,0.0,0.0,0.0,2630.572049967448,24208160.0,2630.572017923991,93317234.0,2850206000.0,71959280.0,0.0
2020-10-13 20:00:00,0.0,0.0,0.0,11796.393036397298,24208160.0,11796.393233807881,93320074.0,2850206000.0,71962120.0,0.0
2020-10-13 20:15:00,0.0,0.0,0.0,14342.09373779297,24208160.0,14342.093883069356,93323682.0,2850206000.0,71965728.0,0.0
2020-10-13 20:30:00,0.0,0.0,0.0,12095.781444295248,24208160.0,12095.781280453999,93326774.0,2850206000.0,71968820.0,0.0
2020-10-13 20:45:00,0.0,0.0,0.0,7076.415995788574,24208160.0,7076.415931002299,93328622.0,2850206000.0,71970668.0,0.0
2020-10-13 21:00:00,0.0,0.0,0.0,2850.0740229288735,24208160.0,2850.074064064026,93329294.0,2850206000.0,71971340.0,0.0
2020-10-13 21:15:00,0.0,0.0,0.0,9532.13485361735,24208160.0,9532.13468316396,93331526.0,2850206000.0,71973572.0,0.0
2020-10-13 21:30:00,0.0,0.0,0.0,14266.3677541097,24208160.0,14266.367837524414,93335222.0,2850206000.0,71977268.0,0.0
2020-10-13 21:45:00,0.0,0.0,0.0,2646.742697652181,24208160.0,2646.742681948344,93335954.0,2850206000.0,71978000.0,0.0
2020-10-13 22:00:00,0.0,0.0,0.0,3801.869329325358,24208160.0,3801.869362258911,93336866.0,2850206000.0,71978912.0,0.0
2020-10-13 22:15:00,0.0,0.0,0.0,16342.900455729166,24208160.0,16342.900747108459,93340962.0,2850206000.0,71983008.0,0.0
2020-10-13 22:30:00,0.0,0.0,0.0,11994.4326171875,24208160.0,11994.432645702362,93343914.0,2850206000.0,71985960.0,0.0
